"","x"
"2431","PMPCA"
"2432","EGFL7"
"2433","AGPAT2"
"2434","SNHG7"
"2435","TMEM141"
"2436","RABL6"
"2437","PHPT1"
"2438","EDF1"
"2439","TRAF2"
"2440","FBXW5"
"2441","C9orf142"
"2442","NPDC1"
"2443","SAPCD2"
"2444","DPP7"
"2445","LRRC26"
"2446","SSNA1"
"2447","TMEM203"
"2448","TUBB4B"
"2449","NELFB"
"2450","NSMF"
"2451","MRPL41"
"2452","DPH7"
"2453","ARRDC1"
"2454","EHMT1"
"2455","LARP4B"
"2456","GTPBP4"
"2457","IDI1"
"2458","PFKP"
"2459","PITRM1"
"2460","KLF6"
"2461","LINC00704"
"2462","AKR1C3"
"2463","NET1"
"2464","GDI2"
"2465","RBM17"
"2466","KIN"
"2467","ATP5C1"
"2468","TAF3"
"2469","PROSER2"
"2470","UPF2"
"2471","NUDT5"
"2472","CDC123"
"2473","OPTN"
"2474","PHYH"
"2475","SEPHS1"
"2476","PRPF18"
"2477","FAM107B"
"2478","HSPA14"
"2479","SUV39H2"
"2480","RPP38"
"2481","NMT2"
"2482","RSU1"
"2483","NEBL"
"2484","MLLT10"
"2485","DNAJC1"
"2486","COMMD3"
"2487","BMI1"
"2488","MSRB2"
"2489","PRTFDC1"
"2490","ANKRD26"
"2491","YME1L1"
"2492","RAB18"
"2493","WAC-AS1"
"2494","WAC"
"2495","SVIL"
"2496","MAP3K8"
"2497","KIF5B"
"2498","EPC1"
"2499","ITGB1"
"2500","PARD3"
"2501","CREM"
"2502","BMS1"
"2503","HNRNPF"
"2504","ZNF32"
"2505","ZNF22"
"2506","MAPK8"
"2507","DKK1"
"2508","ZWINT"
"2509","CISD1"
"2510","UBE2D1"
"2511","TFAM"
"2512","CCDC6"
"2513","CDK1"
"2514","ARID5B"
"2515","NRBF2"
"2516","JMJD1C"
"2517","REEP3"
"2518","HNRNPH3"
"2519","CCAR1"
"2520","DDX50"
"2521","DDX21"
"2522","VPS26A"
"2523","HK1"
"2524","TSPAN15"
"2525","C10orf35"
"2526","AIFM2"
"2527","TYSND1"
"2528","SAR1A"
"2529","PPA1"
"2530","SGPL1"
"2531","PCBD1"
"2532","PSAP"
"2533","ANAPC16"
"2534","DDIT4"
"2535","DNAJB12"
"2536","MICU1"
"2537","DNAJC9"
"2538","MRPS16"
"2539","ANXA7"
"2540","CHCHD1"
"2541","CAMK2G"
"2542","PLAU"
"2543","VCL"
"2544","ADK"
"2545","VDAC2"
"2546","COMTD1"
"2547","RPS24"
"2548","PPIF"
"2549","EIF5AL1"
"2550","ANXA11"
"2551","FAM213A"
"2552","TSPAN14"
"2553","GHITM"
"2554","CCSER2"
"2555","ADIRF"
"2556","GLUD1"
"2557","NUTM2A-AS1"
"2558","ATAD1"
"2559","PTEN"
"2560","FAS"
"2561","KIF20B"
"2562","RPP30"
"2563","KIF11"
"2564","MYOF"
"2565","CEP55"
"2566","FRA10AC1"
"2567","HELLS"
"2568","PDLIM1"
"2569","TCTN3"
"2570","TM9SF3"
"2571","PGAM1"
"2572","EXOSC1"
"2573","ZDHHC16"
"2574","AVPI1"
"2575","HPS1"
"2576","GOT1"
"2577","CUTC"
"2578","DNMBP"
"2579","ERLIN1"
"2580","BLOC1S2"
"2581","SCD"
"2582","MRPL43"
"2583","DPCD"
"2584","NPM3"
"2585","MGEA5"
"2586","NOLC1"
"2587","FBXL15"
"2588","CUEDC2"
"2589","ACTR1A"
"2590","ARL3"
"2591","WBP1L"
"2592","NT5C2"
"2593","USMG5"
"2594","PDCD11"
"2595","OBFC1"
"2596","GSTO1"
"2597","GSTO2"
"2598","DUSP5"
"2599","SMC3"
"2600","BBIP1"
"2601","ZDHHC6"
"2602","FAM204A"
"2603","CACUL1"
"2604","EIF3A"
"2605","FAM45A"
"2606","SFXN4"
"2607","PRDX3"
"2608","RGS10"
"2609","TIAL1"
"2610","BAG3"
"2611","MCMBP"
"2612","NSMCE4A"
"2613","PLEKHA1"
"2614","BUB3"
"2615","OAT"
"2616","METTL10"
"2617","CTBP2"
"2618","UROS"
"2619","BCCIP"
"2620","MKI67"
"2621","MGMT"
"2622","GLRX3"
"2623","PPP2R2D"
"2624","STK32C"
"2625","TUBGCP2"
"2626","ZNF511"
"2627","ECHS1"
"2628","RIC8A"
"2629","PSMD13"
"2630","IFITM2"
"2631","IFITM3"
"2632","PKP3"
"2633","SIGIRR"
"2634","RNH1"
"2635","HRAS"
"2636","RASSF7"
"2637","DEAF1"
"2638","EPS8L2"
"2639","TALDO1"
"2640","RPLP2"
"2641","PNPLA2"
"2642","CD151"
"2643","POLR2L"
"2644","TSPAN4"
"2645","CHID1"
"2646","TOLLIP"
"2647","MOB2"
"2648","CTSD"
"2649","MRPL23"
"2650","TSSC4"
"2651","KCNQ1OT1"
"2652","SLC22A18"
"2653","PHLDA2"
"2654","NAP1L4"
"2655","CARS"
"2656","RHOG"
"2657","RRM1"
"2658","PRKCDBP"
"2659","ARFIP2"
"2660","TIMM10B"
"2661","ILK"
"2662","TAF10"
"2663","MRPL17"
"2664","EIF3F"
"2665","RPL27A"
"2666","AKIP1"
"2667","TMEM9B"
"2668","IPO7"
"2669","ADM"
"2670","CTR9"
"2671","EIF4G2"
"2672","BTBD10"
"2673","RRAS2"
"2674","COPB1"
"2675","PSMA1"
"2676","C11orf58"
"2677","RPS13"
"2678","NUCB2"
"2679","SAAL1"
"2680","GTF2H1"
"2681","LDHA"
"2682","TSG101"
"2683","HTATIP2"
"2684","SVIP"
"2685","CCDC34"
"2686","IMMP1L"
"2687","RCN1"
"2688","EIF3M"
"2689","CSTF3"
"2690","CD59"
"2691","CAPRIN1"
"2692","CAT"
"2693","APIP"
"2694","PDHX"
"2695","CD44"
"2696","FJX1"
"2697","TRIM44"
"2698","COMMD9"
"2699","HSD17B12"
"2700","PEX16"
"2701","CKAP5"
"2702","ARFGAP2"
"2703","PACSIN3"
"2704","DDB2"
"2705","PSMC3"
"2706","CELF1"
"2707","NDUFS3"
"2708","PTPMT1"
"2709","MTCH2"
"2710","FNBP4"
"2711","SSRP1"
"2712","TIMM10"
"2713","UBE2L6"
"2714","MED19"
"2715","TMX2"
"2716","C11orf31"
"2717","CTNND1"
"2718","FAM111A"
"2719","MRPL16"
"2720","CCDC86"
"2721","PRPF19"
"2722","TMEM109"
"2723","DDB1"
"2724","CYB561A3"
"2725","TMEM138"
"2726","TMEM216"
"2727","SDHAF2"
"2728","TMEM258"
"2729","FEN1"
"2730","FADS2"
"2731","FADS1"
"2732","BEST1"
"2733","FTH1"
"2734","AHNAK"
"2735","EEF1G"
"2736","B3GAT3"
"2737","GANAB"
"2738","METTL12"
"2739","UBXN1"
"2740","HNRNPUL2"
"2741","POLR2G"
"2742","TMEM223"
"2743","TMEM179B"
"2744","WDR74"
"2745","SLC3A2"
"2746","PLA2G16"
"2747","ATL3"
"2748","RTN3"
"2749","COX8A"
"2750","OTUB1"
"2751","MACROD1"
"2752","STIP1"
"2753","TRPT1"
"2754","NUDT22"
"2755","DNAJC4"
"2756","FKBP2"
"2757","PPP1R14B"
"2758","RP11-783K16.5"
"2759","BAD"
"2760","ESRRA"
"2761","TRMT112"
"2762","PRDX5"
"2763","RPS6KA4"
"2764","SF1"
"2765","EHD1"
"2766","ARL2"
"2767","SAC3D1"
"2768","CDCA5"
"2769","ZFPL1"
"2770","VPS51"
"2771","TM7SF2"
"2772","ZNHIT2"
"2773","FAU"
"2774","MRPL49"
"2775","CAPN1"
"2776","NEAT1"
"2777","MALAT1"
"2778","SCYL1"
"2779","LTBP3"
"2780","SSSCA1"
"2781","FAM89B"
"2782","SIPA1"
"2783","KAT5"
"2784","RNASEH2C"
"2785","CFL1"
"2786","FIBP"
"2787","CCDC85B"
"2788","FOSL1"
"2789","DRAP1"
"2790","BANF1"
"2791","SF3B2"
"2792","RAB1B"
"2793","YIF1A"
"2794","BRMS1"
"2795","MRPL11"
"2796","ZDHHC24"
"2797","CCS"
"2798","RBM14"
"2799","RCE1"
"2800","KDM2A"
"2801","POLD4"
"2802","CLCF1"
"2803","PPP1CA"
"2804","RPS6KB2"
"2805","CORO1B"
"2806","TMEM134"
"2807","AIP"
"2808","CDK2AP2"
"2809","GSTP1"
"2810","NDUFV1"
"2811","NUDT8"
"2812","UNC93B1"
"2813","ALDH3B1"
"2814","NDUFS8"
"2815","C11orf24"
"2816","LRP5"
"2817","MTL5"
"2818","MRPL21"
"2819","MYEOV"
"2820","CCND1"
"2821","FADD"
"2822","CTTN"
"2823","DHCR7"
"2824","RP11-660L16.2"
"2825","NUMA1"
"2826","LAMTOR1"
"2827","ANAPC15"
"2828","STARD10"
"2829","RAB6A"
"2830","MRPL48"
"2831","COA4"
"2832","UCP2"
"2833","PPME1"
"2834","PGM2L1"
"2835","POLD3"
"2836","SPCS2"
"2837","RPS3"
"2838","SERPINH1"
"2839","RP11-111M22.3"
"2840","TSKU"
"2841","CLNS1A"
"2842","RSF1"
"2843","AAMDC"
"2844","NDUFC2"
"2845","ALG8"
"2846","RAB30-AS1"
"2847","CCDC90B"
"2848","TMEM126B"
"2849","TMEM126A"
"2850","C11orf73"
"2851","PRSS23"
"2852","CTSC"
"2853","CHORDC1"
"2854","SLC36A4"
"2855","SMCO4"
"2856","TAF1D"
"2857","CWC15"
"2858","CEP57"
"2859","MTMR2"
"2860","YAP1"
"2861","TMEM123"
"2862","DCUN1D5"
"2863","AASDHPPT"
"2864","CUL5"
"2865","ACAT1"
"2866","DDX10"
"2867","RDX"
"2868","FDX1"
"2869","C11orf1"
"2870","DLAT"
"2871","TIMM8B"
"2872","SDHD"
"2873","IL18"
"2874","PTS"
"2875","RBM7"
"2876","REXO2"
"2877","PAFAH1B2"
"2878","CEP164"
"2879","ATP5L"
"2880","KMT2A"
"2881","BCL9L"
"2882","CCDC84"
"2883","RPS25"
"2884","TRAPPC4"
"2885","SLC37A4"
"2886","HYOU1"
"2887","HMBS"
"2888","H2AFX"
"2889","RNF26"
"2890","SC5D"
"2891","HSPA8"
"2892","TBRG1"
"2893","SPA17"
"2894","TMEM218"
"2895","EI24"
"2896","CHEK1"
"2897","HYLS1"
"2898","DCPS"
"2899","ST3GAL4"
"2900","APLP2"
"2901","NCAPD3"
"2902","THYN1"
"2903","KDM5A"
"2904","WNK1"
"2905","FKBP4"
"2906","FOXM1"
"2907","RHNO1"
"2908","TULP3"
"2909","TEAD4"
"2910","RAD51AP1"
"2911","NDUFA9"
"2912","CD9"
"2913","TNFRSF1A"
"2914","LTBR"
"2915","MRPL51"
"2916","NCAPD2"
"2917","GAPDH"
"2918","CHD4"
"2919","COPS7A"
"2920","MLF2"
"2921","PTMS"
"2922","CDCA3"
"2923","USP5"
"2924","TPI1"
"2925","ATN1"
"2926","C12orf57"
"2927","EMG1"
"2928","PHB2"
"2929","M6PR"
"2930","MAGOHB"
"2931","YBX3"
"2932","GPRC5A"
"2933","HEBP1"
"2934","EMP1"
"2935","H2AFJ"
"2936","WBP11"
"2937","STRAP"
"2938","DERA"
"2939","PYROXD1"
"2940","RECQL"
"2941","GOLT1B"
"2942","LDHB"
"2943","CMAS"
"2944","ETNK1"
"2945","LYRM5"
"2946","KRAS"
"2947","ASUN"
"2948","FGFR1OP2"
"2949","TM7SF3"
"2950","MED21"
"2951","PPFIBP1"
"2952","MRPS35"
"2953","CCDC91"
"2954","ERGIC2"
"2955","FAM60A"
"2956","DNM1L"
"2957","YARS2"
"2958","KIF21A"
"2959","YAF2"
"2960","PPHLN1"
"2961","ZCRB1"
"2962","TWF1"
"2963","SCAF11"
"2964","SLC38A1"
"2965","SLC38A2"
"2966","HDAC7"
"2967","TMEM106C"
"2968","DDX23"
"2969","FKBP11"
"2970","ARF3"
"2971","PRKAG1"
"2972","RP11-386G11.10"
"2973","TUBA1B"
"2974","TUBA1C"
"2975","TROAP"
"2976","SPATS2"
"2977","MCRS1"
"2978","TMBIM6"
"2979","RACGAP1"
"2980","SMARCD1"
"2981","COX14"
"2982","LIMA1"
"2983","ATF1"
"2984","LETMD1"
"2985","DAZAP2"
"2986","SMAGP"
"2987","NR4A1"
"2988","KRT80"
"2989","KRT81"
"2990","KRT8"
"2991","KRT18"
"2992","EIF4B"
"2993","IGFBP6"
"2994","RARG"
"2995","PFDN5"
"2996","C12orf10"
"2997","AAAS"
"2998","PRR13"
"2999","PCBP2"
"3000","TARBP2"
"3001","ATF7"
"3002","ATP5G2"
"3003","SMUG1"
"3004","CBX5"
"3005","HNRNPA1"
"3006","COPZ1"
"3007","BLOC1S1"
"3008","CD63"
"3009","SARNP"
"3010","ORMDL2"
"3011","RAB5B"
"3012","RPS26"
"3013","PA2G4"
"3014","RPL41"
"3015","MYL6B"
"3016","MYL6"
"3017","NABP2"
"3018","CS"
"3019","CNPY2"
"3020","TIMELESS"
"3021","SPRYD4"
"3022","BAZ2A"
"3023","ATP5B"
"3024","PTGES3"
"3025","NACA"
"3026","PRIM1"
"3027","SHMT2"
"3028","MARS"
"3029","DDIT3"
"3030","DCTN2"
"3031","OS9"
"3032","CDK4"
"3033","METTL1"
"3034","TSFM"
"3035","CTDSP2"
"3036","RP11-620J15.3"
"3037","XRCC6BP1"
"3038","TMEM5"
"3039","SRGAP1"
"3040","XPOT"
"3041","TBK1"
"3042","HMGA2"
"3043","LLPH"
"3044","CAND1"
"3045","RAP1B"
"3046","NUP107"
"3047","MDM2"
"3048","CPSF6"
"3049","YEATS4"
"3050","CCT2"
"3051","RAB3IP"
"3052","CNOT2"
"3053","RAB21"
"3054","ATXN7L3B"
"3055","KRR1"
"3056","PHLDA1"
"3057","NAP1L1"
"3058","OSBPL8"
"3059","CSRP2"
"3060","PAWR"
"3061","PPP1R12A"
"3062","CCDC59"
"3063","C12orf29"
"3064","CEP290"
"3065","DUSP6"
"3066","ATP2B1"
"3067","BTG1"
"3068","EEA1"
"3069","NUDT4"
"3070","UBE2N"
"3071","MRPL42"
"3072","NDUFA12"
"3073","VEZT"
"3074","METAP2"
"3075","SNRPF"
"3076","LTA4H"
"3077","ELK3"
"3078","TMPO-AS1"
"3079","TMPO"
"3080","SLC25A3"
"3081","IKBIP"
"3082","GAS2L3"
"3083","ARL1"
"3084","CHPT1"
"3085","CCDC53"
"3086","NUP37"
"3087","PARPBP"
"3088","HSP90B1"
"3089","C12orf73"
"3090","TDG"
"3091","NFYB"
"3092","TXNRD1"
"3093","C12orf45"
"3094","CKAP4"
"3095","PWP1"
"3096","ISCU"
"3097","CORO1C"
"3098","ALKBH2"
"3099","UNG"
"3100","KCTD10"
"3101","MMAB"
"3102","GLTP"
"3103","TCHP"
"3104","C12orf76"
"3105","ATP2A2"
"3106","ANAPC7"
"3107","ARPC3"
"3108","GPN3"
"3109","FAM216A"
"3110","VPS29"
"3111","TCTN1"
"3112","PPP1CC"
"3113","ATXN2"
"3114","MAPKAPK5-AS1"
"3115","MAPKAPK5"
"3116","ERP29"
"3117","NAA25"
"3118","RPL6"
"3119","PTPN11"
"3120","DDX54"
"3121","RITA1"
"3122","IQCD"
"3123","SDSL"
"3124","MED13L"
"3125","C12orf49"
"3126","FBXO21"
"3127","RFC5"
"3128","WSB2"
"3129","PEBP1"
"3130","TAOK3"
"3131","SUDS3"
"3132","RAB35"
"3133","RPLP0"
"3134","PXN-AS1"
"3135","PXN"
"3136","COX6A1"
"3137","TRIAP1"
"3138","GATC"
"3139","SRSF9"
"3140","DYNLL1"
"3141","COQ5"
"3142","RNF10"
"3143","POP5"
"3144","MLEC"
"3145","C12orf43"
"3146","P2RX4"
"3147","ANAPC5"
"3148","RNF34"
"3149","TMEM120B"
"3150","RHOF"
"3151","PSMD9"
"3152","WDR66"
"3153","BCL7A"
"3154","MLXIP"
"3155","DIABLO"
"3156","CLIP1"
"3157","RSRC2"
"3158","DENR"
"3159","VPS37B"
"3160","ARL6IP4"
"3161","C12orf65"
"3162","SBNO1"
"3163","RILPL2"
"3164","SNRNP35"
"3165","TMED2"
"3166","DDX55"
"3167","EIF2B1"
"3168","NCOR2"
"3169","SCARB1"
"3170","UBC"
"3171","BRI3BP"
"3172","RAN"
"3173","SFSWAP"
"3174","PUS1"
"3175","NOC4L"
"3176","FBRSL1"
"3177","PXMP2"
"3178","PGAM5"
"3179","ANKLE2"
"3180","GOLGA3"
"3181","MPHOSPH8"
"3182","PSPC1"
"3183","N6AMT2"
"3184","SAP18"
"3185","SKA3"
"3186","MICU2"
"3187","RPL21"
"3188","GTF3A"
"3189","MTIF3"
"3190","POLR1D"
"3191","ATP5EP2"
"3192","POMP"
"3193","UBL3"
"3194","HMGB1"
"3195","HSPH1"
"3196","N4BP2L2"
"3197","RFC3"
"3198","ALG5"
"3199","EXOSC8"
"3200","UFM1"
"3201","MRPS31"
"3202","WBP4"
"3203","RGCC"
"3204","DNAJC15"
"3205","TSC22D1"
"3206","GTF2F2"
"3207","TPT1"
"3208","ZC3H13"
"3209","ESD"
"3210","SUCLA2"
"3211","NUDT15"
"3212","MED4"
"3213","ITM2B"
"3214","EBPL"
"3215","KPNA3"
"3216","SPRYD7"
"3217","DLEU1"
"3218","RNASEH2B"
"3219","VPS36"
"3220","CKAP2"
"3221","SUGT1"
"3222","DIAPH3"
"3223","MZT1"
"3224","KLF5"
"3225","COMMD6"
"3226","UCHL3"
"3227","LMO7"
"3228","MYCBP2"
"3229","NDFIP2"
"3230","DNAJC3"
"3231","IPO5"
"3232","FARP1"
"3233","STK24"
"3234","UBAC2"
"3235","TM9SF2"
"3236","TEX30"
"3237","ARGLU1"
"3238","IRS2"
"3239","RAB20"
"3240","CARS2"
"3241","ING1"
"3242","ANKRD10"
"3243","ATP11A"
"3244","PCID2"
"3245","CUL4A"
"3246","LAMP1"
"3247","TMCO3"
"3248","TFDP1"
"3249","GAS6"
"3250","UPF3A"
"3251","CCNB1IP1"
"3252","PARP2"
"3253","OSGEP"
"3254","APEX1"
"3255","TMEM55B"
"3256","PNP"
"3257","METTL17"
"3258","HNRNPC"
"3259","SUPT16H"
"3260","TOX4"
"3261","METTL3"
"3262","DAD1"
"3263","OXA1L"
"3264","MRPL52"
"3265","LRP10"
"3266","RBM23"
"3267","PRMT5"
"3268","HAUS4"
"3269","AJUBA"
"3270","PSMB5"
"3271","ACIN1"
"3272","C14orf119"
"3273","PABPN1"
"3274","NGDN"
"3275","DHRS4"
"3276","DHRS4L2"
"3277","PSME1"
"3278","EMC9"
"3279","PSME2"
"3280","IPO4"
"3281","CHMP4A"
"3282","NEDD8"
"3283","GMPR2"
"3284","RABGGTA"
"3285","SDR39U1"
"3286","STXBP6"
"3287","G2E3"
"3288","SCFD1"
"3289","HECTD1"
"3290","SPTSSA"
"3291","EAPP"
"3292","SNX6"
"3293","CFL2"
"3294","BAZ1A"
"3295","SRP54"
"3296","FAM177A1"
"3297","PPP2R3C"
"3298","NFKBIA"
"3299","BRMS1L"
"3300","MBIP"
"3301","GEMIN2"
"3302","PNN"
"3303","FKBP3"
"3304","MIS18BP1"
"3305","RPS29"
"3306","LRR1"
"3307","RPL36AL"
"3308","MGAT2"
"3309","DNAAF2"
"3310","KLHDC2"
"3311","NEMF"
"3312","ARF6"
"3313","ATP5S"
"3314","SAV1"
"3315","PYGL"
"3316","TMX1"
"3317","C14orf166"
"3318","PSMC6"
"3319","GNPNAT1"
"3320","FERMT2"
"3321","CDKN3"
"3322","CNIH1"
"3323","GMFB"
"3324","MAPK1IP1L"
"3325","LGALS3"
"3326","DLGAP5"
"3327","KTN1"
"3328","ACTR10"
"3329","PSMA3"
"3330","ARID4A"
"3331","TIMM9"
"3332","L3HYPDH"
"3333","JKAMP"
"3334","PCNXL4"
"3335","DHRS7"
"3336","MNAT1"
"3337","HIF1A"
"3338","SNAPC1"
"3339","PPP2R5E"
"3340","SYNE2"
"3341","MTHFD1"
"3342","CHURC1"
"3343","MAX"
"3344","FAM71D"
"3345","MPP5"
"3346","ATP6V1D"
"3347","EIF2S1"
"3348","PIGH"
"3349","VTI1B"
"3350","RDH11"
"3351","ZFP36L1"
"3352","ACTN1"
"3353","ERH"
"3354","SRSF5"
"3355","COX16"
"3356","SYNJ2BP"
"3357","MED6"
"3358","RP6-65G23.3"
"3359","RBM25"
"3360","ACOT2"
"3361","COQ6"
"3362","NPC2"
"3363","ISCA2"
"3364","YLPM1"
"3365","DLST"
"3366","EIF2B2"
"3367","ACYP1"
"3368","TMED10"
"3369","FOS"
"3370","C14orf1"
"3371","IFT43"
"3372","GPATCH2L"
"3373","GSTZ1"
"3374","AHSA1"
"3375","SLIRP"
"3376","SNW1"
"3377","ZC3H14"
"3378","PSMC1"
"3379","CALM1"
"3380","TRIP11"
"3381","ATXN3"
"3382","NDUFB1"
"3383","LGMN"
"3384","TMEM251"
"3385","C14orf142"
"3386","DDX24"
"3387","IFI27L1"
"3388","IFI27"
"3389","IFI27L2"
"3390","SNHG10"
"3391","GLRX5"
"3392","GSKIP"
"3393","PAPOLA"
"3394","VRK1"
"3395","YY1"
"3396","WARS"
"3397","PPP2R5C"
"3398","DYNC1H1"
"3399","HSP90AA1"
"3400","MOK"
"3401","CINP"
"3402","EIF5"
"3403","MARK3"
"3404","CKB"
"3405","TRMT61A"
"3406","KLC1"
"3407","APOPT1"
"3408","ZFYVE21"
"3409","C14orf2"
"3410","INF2"
"3411","SIVA1"
"3412","AKT1"
"3413","AHNAK2"
"3414","CDCA4"
"3415","NUDT14"
"3416","MTA1"
"3417","CRIP2"
"3418","C14orf80"
"3419","NIPA2"
"3420","SNRPN"
"3421","UBE3A"
"3422","HERC2"
"3423","TJP1"
"3424","ARHGAP11A"
"3425","EMC7"
"3426","KATNBL1"
"3427","EMC4"
"3428","NOP10"
"3429","DPH6"
"3430","THBS1"
"3431","EIF2AK4"
"3432","SRP14"
"3433","KNSTRN"
"3434","IVD"
"3435","CHST14"
"3436","C15orf57"
"3437","RAD51"
"3438","RMDN3"
"3439","GCHFR"
"3440","RHOV"
"3441","CHP1"
"3442","OIP5"
"3443","NUSAP1"
"3444","NDUFAF1"
"3445","RTF1"
"3446","EHD4"
"3447","TMEM87A"
"3448","ZNF106"
"3449","SNAP23"
"3450","CCNDBP1"
"3451","PDIA3"
"3452","SERF2"
"3453","MFAP1"
"3454","CASC4"
"3455","EIF3J"
"3456","B2M"
"3457","SORD"
"3458","BLOC1S6"
"3459","DUT"
"3460","EID1"
"3461","COPS2"
"3462","GALK2"
"3463","DTWD1"
"3464","SLC27A2"
"3465","GABPB1"
"3466","USP8"
"3467","SPPL2A"
"3468","LYSMD2"
"3469","TMOD3"
"3470","LEO1"
"3471","MAPK6"
"3472","ARPP19"
"3473","RSL24D1"
"3474","RAB27A"
"3475","CCPG1"
"3476","MNS1"
"3477","FAM63B"
"3478","SLTM"
"3479","CCNB2"
"3480","MYO1E"
"3481","FAM81A"
"3482","GTF2A2"
"3483","BNIP2"
"3484","ANXA2"
"3485","TPM1"
"3486","LACTB"
"3487","RPS27L"
"3488","USP3"
"3489","FAM96A"
"3490","SNX1"
"3491","PPIB"
"3492","KIAA0101"
"3493","OAZ2"
"3494","PIF1"
"3495","SPG21"
"3496","MTFMT"
"3497","PDCD7"
"3498","CLPX"
"3499","RAB11A"
"3500","TIPIN"
"3501","MAP2K1"
"3502","SNAPC5"
"3503","RPL4"
"3504","ZWILCH"
"3505","SMAD3"
"3506","AAGAB"
"3507","C15orf61"
"3508","CLN6"
"3509","ANP32A"
"3510","KIF23"
"3511","RPLP1"
"3512","UACA"
"3513","LARP6"
"3514","PKM"
"3515","HEXA"
"3516","ARIH1"
"3517","ADPGK"
"3518","CD276"
"3519","LOXL1"
"3520","UBL7"
"3521","CSK"
"3522","SCAMP2"
"3523","COX5A"
"3524","RPP25"
"3525","PPCDC"
"3526","COMMD4"
"3527","SNUPN"
"3528","IMP3"
"3529","UBE2Q2"
"3530","FBXO22"
"3531","ETFA"
"3532","RCN2"
"3533","TSPAN3"
"3534","IDH3A"
"3535","WDR61"
"3536","IREB2"
"3537","PSMA4"
"3538","CHRNA5"
"3539","MORF4L1"
"3540","CTSH"
"3541","TMED3"
"3542","MTHFS"
"3543","ST20"
"3544","ZFAND6"
"3545","FAH"
"3546","MESDC2"
"3547","HOMER2"
"3548","FAM103A1"
"3549","C15orf40"
"3550","BTBD1"
"3551","WDR73"
"3552","NMB"
"3553","SEC11A"
"3554","AKAP13"
"3555","MRPL46"
"3556","MRPS11"
"3557","AEN"
"3558","ISG20"
"3559","MFGE8"
"3560","ABHD2"
"3561","FANCI"
"3562","MESP1"
"3563","IDH2"
"3564","CIB1"
"3565","NGRN"
"3566","IQGAP1"
"3567","CRTC3"
"3568","FURIN"
"3569","UNC45A"
"3570","HDDC3"
"3571","RCCD1"
"3572","PRC1"
"3573","CHD2"
"3574","NR2F2"
"3575","LRRC28"
"3576","VIMP"
"3577","SNRPA1"
"3578","TM2D3"
"3579","TARSL2"
"3580","POLR3K"
"3581","SNRNP25"
"3582","MPG"
"3583","NPRL3"
"3584","LUC7L"
"3585","MRPL28"
"3586","NME4"
"3587","C16orf13"
"3588","FAM195A"
"3589","RHOT2"
"3590","STUB1"
"3591","JMJD8"
"3592","WDR24"
"3593","METRN"
"3594","FAM173A"
"3595","HAGHL"
"3596","RPUSD1"
"3597","UBE2I"
"3598","TSR3"
"3599","UNKL"
"3600","C16orf91"
"3601","HN1L"
"3602","NME3"
"3603","MRPS34"
"3604","SPSB3"
"3605","NUBP2"
"3606","HAGH"
"3607","FAHD1"
"3608","MSRB1"
